slang,formal,In-dictionary,context,category1,,
"skrg,sekarang,1,""Kdg nyesel knp baru skrg baru ngerasa kehadiran Maudy,semangatdan prinsip pendidikanmu nular sampai sini mod jadi semangat walaupun skrg kuliah busa dibilang banyak kebagi fokus :)"",abreviasi,0,0;;",,,,,,
"kebagi,terbagi,1,""Kdg nyesel knp baru skrg baru ngerasa kehadiran Maudy,semangatdan prinsip pendidikanmu nular sampai sini mod jadi semangat walaupun skrg kuliah busa dibilang banyak kebagi fokus :)"",afiksasi,0,0;;",,,,,,
"nerusin,meneruskan,1,""Nerusin S2 di Indo aja mod,univ di Indonesia gak kalah sistem dan mutu kok Mod hehe"",afiksasi,0,0;;",,,,,,
"indo,indonesia,1,""Nerusin S2 di Indo aja mod,univ di Indonesia gak kalah sistem dan mutu kok Mod hehe"",abreviasi,0,0;;",,,,,,
"aja,saja,1,""Nerusin S2 di Indo aja mod,univ di Indonesia gak kalah sistem dan mutu kok Mod hehe"",zeroisasi,0,0;;",,,,,,
"univ,universitas,1,""Nerusin S2 di Indo aja mod,univ di Indonesia gak kalah sistem dan mutu kok Mod hehe"",abreviasi,0,0;;",,,,,,
kk,kakak,1,Congratulation kk mod...impian kk akhirnya tercapai...kk udah mendapatkan gelar yang kk ingin?an...tetep semangat kk@maudyayunda,abreviasi,,
kk,kakak,1,Congratulation kk mod...impian kk akhirnya tercapai...kk udah mendapatkan gelar yang kk ingin?an...tetep semangat kk@maudyayunda,abreviasi,,
"nyesel,menyesal,1,""Nyesel nge-tag kmu, maen ngaku"""" aja @shoopyah ?"",afiksasi,0,0;;",,,,,,
"kmu,kamu,1,""Nyesel nge-tag kmu, maen ngaku"""" aja @shoopyah ?"",abreviasi,0,0;;",,,,,,
"maen,main,1,""Nyesel nge-tag kmu, maen ngaku"""" aja @shoopyah ?"",modifikasi vokal,0,0;;",,,,,,
"ngaku"",mengaku-ngaku,0,""Nyesel nge-tag kmu, maen ngaku"""" aja @shoopyah ?"",afiksasi,reduplikasi,0;;",,,,,,
wihh,wih,1,wihh gara-gara aku pakai www.regram.net sekarang followers aku semakin banyak loh semua nya hanya di www.regram.net,elongasi,,
tetapppp,tetap,1,Tetapppp gantenggg @aliandooo,elongasi,,
gantenggg,ganteng,1,Tetapppp gantenggg @aliandooo,elongasi,,
aq,aku,1,Aq mau jacketnya donk,abreviasi,,
donk,dong,1,Aq mau jacketnya donk,homofon,,
jakety,jaketnya,0,Hitam jakety.tapi tetap cakep kok bang.prilliy kok gak ada,word-value letter,,
lucuu,lucu,1,<-- PAYUNGPELANGI 3DIMENSI.. PayungCantikBikinKitaMakinCantik .  Ajaib bisa MUNCUL MOTIF bunga kalo kena air hujan.. Pokonya CANTIK and Lucuu,elongasi,,
nggk,enggak,1,Nggk apa apa skli kli...ali yg penting km ttp smart.. @aliandooo,abreviasi,,
skli,sekali,1,Nggk apa apa skli kli...ali yg penting km ttp smart.. @aliandooo,abreviasi,,
kli,kali,1,Nggk apa apa skli kli...ali yg penting km ttp smart.. @aliandooo,abreviasi,,
yg,yang,1,Nggk apa apa skli kli...ali yg penting km ttp smart.. @aliandooo,abreviasi,,
km,kamu,1,Nggk apa apa skli kli...ali yg penting km ttp smart.. @aliandooo,abreviasi,,
ttp,tetap,1,Nggk apa apa skli kli...ali yg penting km ttp smart.. @aliandooo,abreviasi,,
pala,kepala,1,Pala barbie pusingggg,zeroisasi,,
pusingggg,pusing,1,Pala barbie pusingggg,elongasi,,
ttp,tetap,1,Ttp ganteng,abreviasi,,
bng,bang,1,Tapi tetep ganteng kok bng @aliandoo,abreviasi,,
"ttp,tetap,1,""Bang ali mau item manis , mau putih. Bang ali ttp ganteng dan selalu di hati qu......?"",abreviasi,0,0;;",,,,,,
"qu,ku,1,""Bang ali mau item manis , mau putih. Bang ali ttp ganteng dan selalu di hati qu......?"",homofon,subtitusi,0;;",,,,,,
pucing,pusing,1,PUCING PALA ABANG NENG??,subtitusi,,
pala,kepala,1,PUCING PALA ABANG NENG??,zeroisasi,,
ihhhh,ih,1,Ihhhh maho,elongasi,,
maho,manusia homo,0,Ihhhh maho,akronim,,
gpp,enggak apa-apa,0,Gpp...ttp gantng kok bang,akronim,,
gantng,ganteng,1,Gpp...ttp gantng kok bang,abreviasi,,
pucing,pusing,1,PUCING ALAK EBI YA KAK ALI ?#(kidding),subtitusi,,
alak,kepala,1,PUCING ALAK EBI YA KAK ALI ?#(kidding),salah ketik,,
ga,enggak,1,biar item ga akn hilangv di hati aku....,abreviasi,,
akn,akan,1,biar item ga akn hilangv di hati aku....,abreviasi,,
hilangv,hilang,1,biar item ga akn hilangv di hati aku....,salah ketik,,
bungggg,bung,1,Item manis bungggg,elongasi,,
bangg,bang,1,Tetep ganteng kok bangg @aliandooo,elongasi,,
"gapap,enggak apa-apa,0,""Gapap klo abang ali keliatan hitam manis, yg penting ganteng nya ga akan hilang..?"",akronim,0,0;;",,,,,,
"klo,kalo,1,""Gapap klo abang ali keliatan hitam manis, yg penting ganteng nya ga akan hilang..?"",zeroisasi,0,0;;",,,,,,
"keliatan,kelihatan,1,""Gapap klo abang ali keliatan hitam manis, yg penting ganteng nya ga akan hilang..?"",zeroisasi,0,0;;",,,,,,
kyak,kayak,1,Ini kyak nya foto abang yg pling byk di comment deh ?,abreviasi,,
yg,yang,1,Ini kyak nya foto abang yg pling byk di comment deh ?,abreviasi,,
pling,paling,1,Ini kyak nya foto abang yg pling byk di comment deh ?,abreviasi,,
byk,banyak,1,Ini kyak nya foto abang yg pling byk di comment deh ?,abreviasi,,
gokiiill,gila,1,11k komen gokiiill @fathiyyahazz,coinage,,
ngak,enggak,1,Tp ngak apa2 kok kak jdi kya org ambon hitam manis hahaha!!!!!!????,abreviasi,,
apa2,apa-apa,1,Tp ngak apa2 kok kak jdi kya org ambon hitam manis hahaha!!!!!!????,reduplikasi,,
jdi,jadi,1,Tp ngak apa2 kok kak jdi kya org ambon hitam manis hahaha!!!!!!????,abreviasi,,
kya,kaya,1,Tp ngak apa2 kok kak jdi kya org ambon hitam manis hahaha!!!!!!????,abreviasi,,
org,orang,1,Tp ngak apa2 kok kak jdi kya org ambon hitam manis hahaha!!!!!!????,abreviasi,,
busedh,buset,1,Tembus 11k busedh?,subtitusi,,
gokilnya,gilanya,0,Kangen Gokilnya @aliandooo yang dulu.. Kangen mesranya sma @prillylatuconsina96 yang duluuu.,coinage,,
sma,sama,1,Kangen Gokilnya @aliandooo yang dulu.. Kangen mesranya sma @prillylatuconsina96 yang duluuu.,abreviasi,,
duluuu,dulu,1,Kangen Gokilnya @aliandooo yang dulu.. Kangen mesranya sma @prillylatuconsina96 yang duluuu.,elongasi,,
keceee,kece,1,Bagi aku bagaimana pun bg Ali tetap aja ganteng dan keceee nyaa apalagi klu shalat hhhmmm gilaa banget ganteng nya sampai gak berkedip mata aku kk??? @aliandooo,elongasi,,
nyaa,nya,1,Bagi aku bagaimana pun bg Ali tetap aja ganteng dan keceee nyaa apalagi klu shalat hhhmmm gilaa banget ganteng nya sampai gak berkedip mata aku kk??? @aliandooo,elongasi,,
klu,kalau,1,Bagi aku bagaimana pun bg Ali tetap aja ganteng dan keceee nyaa apalagi klu shalat hhhmmm gilaa banget ganteng nya sampai gak berkedip mata aku kk??? @aliandooo,abreviasi,,
gilaa,gila,1,Bagi aku bagaimana pun bg Ali tetap aja ganteng dan keceee nyaa apalagi klu shalat hhhmmm gilaa banget ganteng nya sampai gak berkedip mata aku kk??? @aliandooo,elongasi,,
gak,enggak,1,Bagi aku bagaimana pun bg Ali tetap aja ganteng dan keceee nyaa apalagi klu shalat hhhmmm gilaa banget ganteng nya sampai gak berkedip mata aku kk??? @aliandooo,zeroisasi,,
ahhhh,ah,1,Ahhhh oksigen oksigen.... Bang... Usap rambut itu.... W tergoda cut *eh,elongasi,,
w,gue,1,Ahhhh oksigen oksigen.... Bang... Usap rambut itu.... W tergoda cut *eh,word-value letter,,
duuhhh,duh,1,Duuhhh tetep ganteng kok,elongasi,,
tetep,tetap,1,Duuhhh tetep ganteng kok,modifikasi vokal,,
aq,aku,1,Cek ig aq yuk ..sepatu murah &cantik..,abreviasi,,
amiiiiinnnnn,amin,1,Amiiiiinnnnn,elongasi,,
"dg,dengan,1,""Aurel hatinya baik bgt...makanya aura wajah aurel cantik bgt, menerima seorang ibu tiri dg tullus. Suka bgt sm pribadi aurel."",abreviasi,0,0;;",,,,,,
"tullus,tulus,1,""Aurel hatinya baik bgt...makanya aura wajah aurel cantik bgt, menerima seorang ibu tiri dg tullus. Suka bgt sm pribadi aurel."",elongasi,0,0;;",,,,,,
"tw,tau,1,""aurel cita kita sama, aku tw rasanya jd kamu pluk sini puk puk puk semangat ?"",abreviasi,subtitusi,0;;",,,,,,
"pluk,peluk,1,""aurel cita kita sama, aku tw rasanya jd kamu pluk sini puk puk puk semangat ?"",abreviasi,0,0;;",,,,,,
durhaka2,durhaka-durhaka,0,Bacot durhaka2... Ibunya yg brengsek kurang ajar ko..,reduplikasi,,
y,ya,1,??? k aurel bisa sabar y..aku aja gk,abreviasi,,
gk,enggak,1,??? k aurel bisa sabar y..aku aja gk,abreviasi,,
ngomong,mengomong,1,Yang ngomong durhaka berlaga kaya tuhan Yang tau semuanya yg tau hati manusia.. #please haters shut up..,afiksasi,,
"kmu,kamu,1,""kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"""" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun.."",abreviasi,0,0;;",,,,,,
"udh,sudah,1,""kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"""" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun.."",abreviasi,0,0;;",,,,,,
"ttp,tetap,1,""kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"""" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun.."",abreviasi,0,0;;",,,,,,
"kpada,kepada,1,""kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"""" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun.."",abreviasi,0,0;;",,,,,,
"seburuk"",seburuk-buruk,0,""kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"""" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun.."",reduplikasi,0,0;;",,,,,,
"ortu,orang tua,1,""kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"""" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun.."",akronim,0,0;;",,,,,,
"kta,kata,1,""kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"""" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun.."",abreviasi,0,0;;",,,,,,
"dy,dia,1,""kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"""" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun.."",homofon,0,0;;",,,,,,
"ktaa,kita,1,""kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"""" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun.."",abreviasi,0,0;;",,,,,,
"dy,dia,1,""kaka urel...yg melahir kan kamu itu krisdayanti itu aurel..ashanty mah nemu kmu d saat kmu udh gede..jd ttp lah berbakti kpada ibu mu..seburuk"""" nya ortu kta dy adalah org yg telah melahir kan ktaa ke dunia ini..jd sayangi lah dy melebihi siapun.."",homofon,0,0;;",,,,,,
"yup,ya,1,""yup aku setuju @intankumala.s1990 krn sebenarnya tdk ada bekas ibu n bekas anak, mb kd tetaplaah ibu aurel dan surganya ada dtelapak kaki mb kd."",modifikasi vokal,anaptiksis,0;;",,,,,,
"tdk,tidak,1,""yup aku setuju @intankumala.s1990 krn sebenarnya tdk ada bekas ibu n bekas anak, mb kd tetaplaah ibu aurel dan surganya ada dtelapak kaki mb kd."",abreviasi,0,0;;",,,,,,
"mb,mbak,1,""yup aku setuju @intankumala.s1990 krn sebenarnya tdk ada bekas ibu n bekas anak, mb kd tetaplaah ibu aurel dan surganya ada dtelapak kaki mb kd."",abreviasi,0,0;;",,,,,,
"tetaplaah,tetaplah,0,""yup aku setuju @intankumala.s1990 krn sebenarnya tdk ada bekas ibu n bekas anak, mb kd tetaplaah ibu aurel dan surganya ada dtelapak kaki mb kd."",elongasi,0,0;;",,,,,,
q,aku,1,Q setuju yg baek baek ajja dech... Insyaallah kedepannya juga baek... Amiiinnn...yarobbal aallamin,word-value letter,,
baek,baik,1,Q setuju yg baek baek ajja dech... Insyaallah kedepannya juga baek... Amiiinnn...yarobbal aallamin,modifikasi vokal,,
ajja,saja,1,Q setuju yg baek baek ajja dech... Insyaallah kedepannya juga baek... Amiiinnn...yarobbal aallamin,zeroisasi,,
dech,deh,1,Q setuju yg baek baek ajja dech... Insyaallah kedepannya juga baek... Amiiinnn...yarobbal aallamin,anaptiksis,,
baek,baik,1,Q setuju yg baek baek ajja dech... Insyaallah kedepannya juga baek... Amiiinnn...yarobbal aallamin,modifikasi vokal,,
oprasi,operasi,1,Oprasi aj gya lu rel,zeroisasi,,
aj,saja,1,Oprasi aj gya lu rel,abreviasi,,
gya,gaya,1,Oprasi aj gya lu rel,abreviasi,,
"sm,sama,1,""Sm mba kd ny cm 1 foto,,ayo dong posting lg sm mba kd ,,itu ibu kndung mu lho,,,"",abreviasi,0,0;;",,,,,,
"ny,nya,1,""Sm mba kd ny cm 1 foto,,ayo dong posting lg sm mba kd ,,itu ibu kndung mu lho,,,"",abreviasi,0,0;;",,,,,,
"kndung,kandung,1,""Sm mba kd ny cm 1 foto,,ayo dong posting lg sm mba kd ,,itu ibu kndung mu lho,,,"",abreviasi,0,0;;",,,,,,
"ehh,eh,1,""@cantiekmarsya ehh stupid, masa lalu cuma masa lalu, boleh jadi ibu kandung, tetapi terkadang dalam situasi tertentu wanita yg bertanggung jawab terhadap anaknya lahir dan batin sampai ia besar, maka itulah yg disebut sbg Ibu yg sesungguhnya. Bukan hanya untuk melahirkan saja, tetapi bertanggung jawab juga. Come on, Don't be stupid please!!!!"",elongasi,0,0;;",,,,,,
"sbg,sebagai,1,""@cantiekmarsya ehh stupid, masa lalu cuma masa lalu, boleh jadi ibu kandung, tetapi terkadang dalam situasi tertentu wanita yg bertanggung jawab terhadap anaknya lahir dan batin sampai ia besar, maka itulah yg disebut sbg Ibu yg sesungguhnya. Bukan hanya untuk melahirkan saja, tetapi bertanggung jawab juga. Come on, Don't be stupid please!!!!"",abreviasi,0,0;;",,,,,,
"klo,kalo,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",zeroisasi,0,0;;",,,,,,
"bkn,bukan,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"u,untuk,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",word-value letter,0,0;;",,,,,,
"smua,semua,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",zeroisasi,0,0;;",,,,,,
"ksenangan,kesenangan,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"yg,yang,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"ddpt,didapat,0,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"skrang,sekarang,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"jwab,jawab,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"sbg,sebagai,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"km,kamu,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"sk,suka,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"mmbodohkan,membodohkan,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"orlaen,orang lain,0,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",akronim,0,0;;",,,,,,
"bgtu,begitu,1,""@avry_sitohang ,lu tau prjuangan kd,....nyanyi,syuting,dripagi-pagi lg.....buat siapa coba klo bkn u aurel smua ksenangan yg ddpt skrang pernah kd beri juga saat dulu,....kd cukup bertanggung jwab sbg ibu,mulut km ke knalpot bocor sk mmbodohkan orlaen....yahudi kafir mah bgtu sember mulut."",abreviasi,0,0;;",,,,,,
"sbg,sebagai,1,""@sampoerno_ lo kalo sbg ibu jgn bgtu iya, materi gak selalu dibutuhkan anak. Kasih sayang adalah hal yg paling dibutuhkan. Jgn MUNAFIK Dan menjadikan semua itu alasan demi si anak. Kenyataan aurel dan ziel lebih bahagia skrg drpd dulu. Karena APA?????? Mereka spt KASIH lahir batin, dpt perhatian NYATA. Untuk seorang anak MATERI gak perlu.mau elo pulang pagi berangkat malem kek namanya anak masih rentan gk ngerti bgtu. Anak itu cuma tahu dan cuma butuh KASIH SAYANG. Lo bisa aplikasiin za ke hidup lo. Klo lo punya anak, sekalian lo bikin bgtu berangat pagi pulang pagi, lo praktekin dahh ntar lo liat anak lo gmn. Biar lo gak OMDO"",abreviasi,0,0;;",,,,,,
